[run number],vaccination-rate,removal-rate,claim-rate,number-people,duration,bite-rate,infectiousness,chance-recover,[step],count turtles with [ sick? ],count turtles with [ exposed? ],count turtles with [ immune? ],count turtles,peak-sick,total-infected-ever,total-removed,total-claimed,total-died
1622,60,0,50,100,3,73,74,1,156,0,0,30,100,4,39,0,0,0
1623,60,0,50,100,3,73,74,1,156,0,0,55,117,6,49,0,0,0
1624,60,0,50,100,3,73,74,1,156,0,0,39,62,8,86,0,0,0
1620,40,90,50,200,3,73,74,1,156,0,0,109,188,5,22,177,89,88
1625,60,0,50,100,3,73,74,1,156,0,0,38,71,8,78,0,0,0
1626,60,0,50,100,3,73,74,1,156,0,0,50,133,9,35,0,0,0
1627,60,0,50,100,3,73,74,1,156,0,0,49,111,7,50,0,0,0
1630,60,0,50,100,3,73,74,1,156,0,0,34,120,3,12,0,0,0
1629,60,0,50,100,3,73,74,1,156,0,0,51,164,3,5,0,0,0
1628,60,0,50,100,3,73,74,1,156,0,0,49,168,4,10,0,0,0
1632,60,0,50,100,3,73,74,1,156,0,1,24,56,7,77,0,0,0
1631,60,0,50,100,3,73,74,1,156,0,0,55,152,3,9,0,0,0
1633,60,0,50,100,3,73,74,1,156,0,0,54,158,3,5,0,0,0
1635,60,0,50,100,3,73,74,1,156,0,0,38,135,4,13,0,0,0
1637,60,0,50,100,3,73,74,1,156,0,0,29,49,9,86,0,0,0
1636,60,0,50,100,3,73,74,1,156,0,0,34,76,7,64,0,0,0
1634,60,0,50,100,3,73,74,1,156,0,0,73,174,3,5,0,0,0
1638,60,0,50,100,3,73,74,1,156,1,1,38,96,5,64,0,0,0
1639,60,0,50,100,3,73,74,1,156,0,0,41,95,8,61,0,0,0
1640,60,0,50,100,3,73,74,1,156,0,0,38,78,7,70,0,0,0
1643,60,0,50,100,3,73,74,1,156,0,0,32,80,6,54,0,0,0
1641,60,0,50,100,3,73,74,1,156,1,0,29,67,9,74,0,0,0
1642,60,0,50,100,3,73,74,1,156,0,0,44,127,7,44,0,0,0
1646,60,0,50,100,3,73,74,1,156,0,0,28,70,6,58,0,0,0
1644,60,0,50,100,3,73,74,1,156,0,0,53,158,4,9,0,0,0
1645,60,0,50,100,3,73,74,1,156,0,0,48,121,7,43,0,0,0
1647,60,0,50,100,3,73,74,1,156,0,0,55,162,5,14,0,0,0
1649,60,0,50,100,3,73,74,1,156,4,2,42,77,5,82,0,0,0
1650,60,0,50,100,3,73,74,1,156,0,0,36,70,6,76,0,0,0
1648,60,0,50,100,3,73,74,1,156,0,0,43,145,3,8,0,0,0
1652,60,0,50,150,3,73,74,1,156,2,4,34,64,13,137,0,0,0
1654,60,0,50,150,3,73,74,1,156,0,0,41,94,16,110,0,0,0
1651,60,0,50,150,3,73,74,1,156,0,0,66,156,10,74,0,0,0
1655,60,0,50,150,3,73,74,1,156,0,0,39,104,11,89,0,0,0
1653,60,0,50,150,3,73,74,1,156,2,2,50,79,11,137,0,0,0
1657,60,0,50,150,3,73,74,1,156,2,2,48,84,12,127,0,0,0
1658,60,0,50,150,3,73,74,1,156,0,0,59,154,10,74,0,0,0
1656,60,0,50,150,3,73,74,1,156,0,0,52,164,7,55,0,0,0
1659,60,0,50,150,3,73,74,1,156,0,0,56,126,12,93,0,0,0
1660,60,0,50,150,3,73,74,1,156,0,0,44,98,13,110,0,0,0
1661,60,0,50,150,3,73,74,1,156,0,0,58,122,17,100,0,0,0
1662,60,0,50,150,3,73,74,1,156,0,0,38,93,14,105,0,0,0
1663,60,0,50,150,3,73,74,1,156,0,0,40,88,11,116,0,0,0
1664,60,0,50,150,3,73,74,1,156,5,7,39,88,11,132,0,0,0
1665,60,0,50,150,3,73,74,1,156,3,2,26,65,12,129,0,0,0
1667,60,0,50,150,3,73,74,1,156,0,1,38,68,13,127,0,0,0
1666,60,0,50,150,3,73,74,1,156,11,5,73,117,11,137,0,0,0
1668,60,0,50,150,3,73,74,1,156,0,0,48,117,12,95,0,0,0
1669,60,0,50,150,3,73,74,1,156,0,0,55,132,12,86,0,0,0
1670,60,0,50,150,3,73,74,1,156,0,0,47,87,13,129,0,0,0
1671,60,0,50,150,3,73,74,1,156,0,0,45,98,17,114,0,0,0
1672,60,0,50,150,3,73,74,1,156,1,2,31,66,14,113,0,0,0
1673,60,0,50,150,3,73,74,1,156,1,1,48,68,12,138,0,0,0
1674,60,0,50,150,3,73,74,1,156,0,0,54,101,9,117,0,0,0
1675,60,0,50,150,3,73,74,1,156,2,1,51,90,10,128,0,0,0
1676,60,0,50,150,3,73,74,1,156,1,2,47,90,10,114,0,0,0
1677,60,0,50,150,3,73,74,1,156,0,0,49,115,14,96,0,0,0
1678,60,0,50,150,3,73,74,1,156,0,0,51,113,13,98,0,0,0
1679,60,0,50,150,3,73,74,1,156,0,0,42,78,9,108,0,0,0
1680,60,0,50,150,3,73,74,1,156,0,0,50,100,11,113,0,0,0
1682,60,0,50,200,3,73,74,1,156,0,0,62,142,15,149,0,0,0
1681,60,0,50,200,3,73,74,1,156,0,0,71,162,14,136,0,0,0
1683,60,0,50,200,3,73,74,1,156,0,0,69,162,18,137,0,0,0
1684,60,0,50,200,3,73,74,1,156,0,0,74,185,21,107,0,0,0
1685,60,0,50,200,3,73,74,1,156,0,0,62,142,16,138,0,0,0
1686,60,0,50,200,3,73,74,1,156,2,3,55,86,17,181,0,0,0
1688,60,0,50,200,3,73,74,1,156,0,0,89,187,19,120,0,0,0
1687,60,0,50,200,3,73,74,1,156,0,0,76,165,22,131,0,0,0
1690,60,0,50,200,3,73,74,1,156,1,6,64,132,22,160,0,0,0
1689,60,0,50,200,3,73,74,1,156,0,0,91,210,19,98,0,0,0
1691,60,0,50,200,3,73,74,1,156,8,4,47,95,16,187,0,0,0
1692,60,0,50,200,3,73,74,1,156,0,0,58,128,15,147,0,0,0
1693,60,0,50,200,3,73,74,1,156,0,0,60,131,14,139,0,0,0
1694,60,0,50,200,3,73,74,1,156,0,0,68,169,16,131,0,0,0
1695,60,0,50,200,3,73,74,1,156,0,0,88,208,16,107,0,0,0
1696,60,0,50,200,3,73,74,1,156,0,0,62,156,20,120,0,0,0
1697,60,0,50,200,3,73,74,1,156,3,3,64,115,14,174,0,0,0
1698,60,0,50,200,3,73,74,1,156,0,0,79,172,18,119,0,0,0
1700,60,0,50,200,3,73,74,1,156,0,0,63,166,14,115,0,0,0
1701,60,0,50,200,3,73,74,1,156,2,2,56,95,12,177,0,0,0
1699,60,0,50,200,3,73,74,1,156,3,12,82,137,14,184,0,0,0
1702,60,0,50,200,3,73,74,1,156,6,12,67,122,19,176,0,0,0
1703,60,0,50,200,3,73,74,1,156,5,15,67,131,21,176,0,0,0
1704,60,0,50,200,3,73,74,1,156,0,0,54,108,14,151,0,0,0
1705,60,0,50,200,3,73,74,1,156,0,7,84,149,17,183,0,0,0
1707,60,0,50,200,3,73,74,1,156,0,0,59,140,24,140,0,0,0
1706,60,0,50,200,3,73,74,1,156,2,4,66,103,21,187,0,0,0
1712,60,20,50,100,3,73,74,1,156,0,0,33,53,8,73,15,9,6
1708,60,0,50,200,3,73,74,1,156,3,3,54,90,17,183,0,0,0
1711,60,20,50,100,3,73,74,1,156,5,5,43,70,5,88,0,0,0
1709,60,0,50,200,3,73,74,1,156,0,0,68,142,19,119,0,0,0
1713,60,20,50,100,3,73,74,1,156,0,0,60,177,4,11,0,0,0
1716,60,20,50,100,3,73,74,1,156,0,0,40,73,6,74,0,0,0
1714,60,20,50,100,3,73,74,1,156,0,0,49,153,4,16,0,0,0
1715,60,20,50,100,3,73,74,1,156,0,0,56,169,4,10,0,0,0
1710,60,0,50,200,3,73,74,1,156,3,4,66,119,17,177,0,0,0
1718,60,20,50,100,3,73,74,1,156,0,0,36,88,6,49,17,6,11
1721,60,20,50,100,3,73,74,1,156,0,0,34,99,5,41,0,0,0
1717,60,20,50,100,3,73,74,1,156,2,0,46,67,7,87,20,6,14
1719,60,20,50,100,3,73,74,1,156,0,0,71,143,7,29,20,9,11
1723,60,20,50,100,3,73,74,1,156,0,0,27,65,9,67,18,8,10
1720,60,20,50,100,3,73,74,1,156,2,3,45,85,5,81,0,0,0
1722,60,20,50,100,3,73,74,1,156,0,0,54,124,7,28,21,9,12
1724,60,20,50,100,3,73,74,1,156,6,4,32,80,6,71,0,0,0
1727,60,20,50,100,3,73,74,1,156,0,0,49,101,6,48,19,6,13
1726,60,20,50,100,3,73,74,1,156,0,0,52,112,6,46,0,0,0
1725,60,20,50,100,3,73,74,1,156,0,0,60,129,4,42,0,0,0
1728,60,20,50,100,3,73,74,1,156,0,0,45,98,5,55,17,8,9
1735,60,20,50,100,3,73,74,1,156,0,0,26,59,7,61,14,6,8
1729,60,20,50,100,3,73,74,1,156,2,7,64,94,6,87,0,0,0
1734,60,20,50,100,3,73,74,1,156,0,0,31,60,6,58,15,8,7
1732,60,20,50,100,3,73,74,1,156,0,0,32,65,6,75,16,5,11
1730,60,20,50,100,3,73,74,1,156,0,0,44,119,3,23,0,0,0
1731,60,20,50,100,3,73,74,1,156,0,0,59,125,4,38,0,0,0
1733,60,20,50,100,3,73,74,1,156,0,0,59,175,3,3,0,0,0
1736,60,20,50,100,3,73,74,1,156,0,0,38,78,8,58,19,6,13
1737,60,20,50,100,3,73,74,1,156,0,0,30,48,7,94,13,3,10
1738,60,20,50,100,3,73,74,1,156,0,0,42,102,6,48,0,0,0
1739,60,20,50,100,3,73,74,1,156,0,0,38,59,7,76,16,7,9
1740,60,20,50,100,3,73,74,1,156,0,0,34,132,3,11,0,0,0
1741,60,20,50,150,3,73,74,1,156,0,0,66,108,11,89,30,18,12
1742,60,20,50,150,3,73,74,1,156,3,2,38,68,9,107,28,7,21
1745,60,20,50,150,3,73,74,1,156,5,3,53,91,10,100,27,9,18
1743,60,20,50,150,3,73,74,1,156,0,0,50,111,8,80,31,12,19
1744,60,20,50,150,3,73,74,1,156,0,1,64,92,8,111,29,11,18
1746,60,20,50,150,3,73,74,1,156,0,0,51,107,13,93,30,12,18
1747,60,20,50,150,3,73,74,1,156,0,0,61,114,9,87,31,13,18
1748,60,20,50,150,3,73,74,1,156,0,0,60,124,9,73,29,14,15
1750,60,20,50,150,3,73,74,1,156,0,0,57,113,7,75,29,11,18
1749,60,20,50,150,3,73,74,1,156,1,2,58,88,7,117,27,9,18
1751,60,20,50,150,3,73,74,1,156,0,0,66,121,11,87,32,14,18
1753,60,20,50,150,3,73,74,1,156,0,0,46,108,9,69,30,10,20
1754,60,20,50,150,3,73,74,1,156,0,0,52,133,11,62,30,14,16
1752,60,20,50,150,3,73,74,1,156,2,3,64,100,7,103,28,13,15
1757,60,20,50,150,3,73,74,1,156,1,0,48,84,7,100,30,11,19
1756,60,20,50,150,3,73,74,1,156,0,0,51,102,12,93,30,17,13
1758,60,20,50,150,3,73,74,1,156,8,8,46,96,11,109,29,8,21
1755,60,20,50,150,3,73,74,1,156,0,0,79,157,11,58,29,11,18
1759,60,20,50,150,3,73,74,1,156,0,0,59,82,10,110,27,13,14
1760,60,20,50,150,3,73,74,1,156,0,0,54,109,8,75,30,16,14
1761,60,20,50,150,3,73,74,1,156,0,0,44,89,13,85,30,7,23
1762,60,20,50,150,3,73,74,1,156,0,1,61,93,11,115,30,15,15
1763,60,20,50,150,3,73,74,1,156,0,0,51,117,11,75,29,11,18
1764,60,20,50,150,3,73,74,1,156,0,0,44,90,9,81,30,10,20
1765,60,20,50,150,3,73,74,1,156,1,1,37,72,8,105,30,9,21
1766,60,20,50,150,3,73,74,1,156,3,7,55,89,10,134,30,16,14
1768,60,20,50,150,3,73,74,1,156,0,0,62,106,11,100,33,18,15
1769,60,20,50,150,3,73,74,1,156,0,0,57,121,11,74,30,18,12
1767,60,20,50,150,3,73,74,1,156,0,0,79,172,6,49,29,9,20
1770,60,20,50,150,3,73,74,1,156,1,1,66,114,9,106,31,17,14
1771,60,20,50,200,3,73,74,1,156,0,0,64,145,11,97,39,18,21
1772,60,20,50,200,3,73,74,1,156,0,0,56,123,17,111,39,22,17
1773,60,20,50,200,3,73,74,1,156,2,2,72,130,15,129,40,18,22
1774,60,20,50,200,3,73,74,1,156,0,0,89,171,12,97,40,19,21
1776,60,20,50,200,3,73,74,1,156,0,0,84,171,14,108,43,21,22
1775,60,20,50,200,3,73,74,1,156,3,5,98,134,15,177,40,21,19
1777,60,20,50,200,3,73,74,1,156,9,7,82,129,12,145,41,21,20
1778,60,20,50,200,3,73,74,1,156,0,0,76,123,20,145,40,20,20
1779,60,20,50,200,3,73,74,1,156,0,0,71,131,10,120,41,19,22
1781,60,20,50,200,3,73,74,1,156,3,7,69,116,10,144,40,14,26
1780,60,20,50,200,3,73,74,1,156,0,0,89,138,13,145,41,19,22
1782,60,20,50,200,3,73,74,1,156,0,0,60,129,16,106,39,13,26
1785,60,20,50,200,3,73,74,1,156,0,0,61,105,14,135,38,19,19
1784,60,20,50,200,3,73,74,1,156,1,8,65,123,13,134,38,15,23
1783,60,20,50,200,3,73,74,1,156,0,0,89,168,13,106,40,18,22
1787,60,20,50,200,3,73,74,1,156,0,0,59,116,18,146,42,19,23
1786,60,20,50,200,3,73,74,1,156,0,0,81,168,17,108,42,22,20
1789,60,20,50,200,3,73,74,1,156,0,2,48,69,13,153,39,15,24
1788,60,20,50,200,3,73,74,1,156,0,0,67,143,19,105,41,14,27
1793,60,20,50,200,3,73,74,1,156,0,0,80,160,13,109,41,20,21
1792,60,20,50,200,3,73,74,1,156,15,16,77,129,15,175,39,20,19
1794,60,20,50,200,3,73,74,1,156,0,0,66,110,11,135,40,14,26
1790,60,20,50,200,3,73,74,1,156,7,12,81,135,13,168,40,20,20
1791,60,20,50,200,3,73,74,1,156,6,8,93,153,9,152,41,23,18
1796,60,20,50,200,3,73,74,1,156,0,0,82,161,12,115,41,19,22
1795,60,20,50,200,3,73,74,1,156,0,0,94,166,13,122,41,18,23
1797,60,20,50,200,3,73,74,1,156,0,0,83,185,13,94,41,21,20
1801,60,40,50,100,3,73,74,1,156,0,0,52,111,7,31,40,15,25
1798,60,20,50,200,3,73,74,1,156,0,0,59,131,14,95,39,19,20
1799,60,20,50,200,3,73,74,1,156,0,0,81,145,14,127,40,15,25
1802,60,40,50,100,3,73,74,1,156,0,0,23,70,6,66,0,0,0
1800,60,20,50,200,3,73,74,1,156,0,0,81,166,12,104,40,15,25
1804,60,40,50,100,3,73,74,1,156,3,4,54,94,6,81,0,0,0
1806,60,40,50,100,3,73,74,1,156,0,0,45,67,8,77,43,20,23
1805,60,40,50,100,3,73,74,1,156,5,8,33,67,6,91,0,0,0
1803,60,40,50,100,3,73,74,1,156,0,0,57,158,3,3,0,0,0
1811,60,40,50,100,3,73,74,1,156,0,0,41,98,4,21,38,13,25
1807,60,40,50,100,3,73,74,1,156,0,0,59,162,3,4,0,0,0
1808,60,40,50,100,3,73,74,1,156,0,0,49,147,4,9,0,0,0
1810,60,40,50,100,3,73,74,1,156,0,0,42,132,3,20,0,0,0
1809,60,40,50,100,3,73,74,1,156,0,0,44,157,3,12,0,0,0
1812,60,40,50,100,3,73,74,1,156,0,0,31,65,6,62,0,0,0
1815,60,40,50,100,3,73,74,1,156,0,0,35,82,6,59,0,0,0
1813,60,40,50,100,3,73,74,1,156,0,0,61,173,4,5,0,0,0
1817,60,40,50,100,3,73,74,1,156,0,1,27,70,5,68,0,0,0
1816,60,40,50,100,3,73,74,1,156,0,0,53,133,5,38,0,0,0
1818,60,40,50,100,3,73,74,1,156,0,0,60,164,3,7,0,0,0
1819,60,40,50,100,3,73,74,1,156,0,0,30,66,8,55,33,12,21
1823,60,40,50,100,3,73,74,1,156,0,0,39,79,6,51,33,15,18
1822,60,40,50,100,3,73,74,1,156,0,0,57,118,6,32,41,17,24
1824,60,40,50,100,3,73,74,1,156,0,0,51,77,6,59,43,14,29
1820,60,40,50,100,3,73,74,1,156,0,0,61,179,3,6,0,0,0
1821,60,40,50,100,3,73,74,1,156,0,0,63,176,3,4,0,0,0
1826,60,40,50,100,3,73,74,1,156,0,0,50,98,6,42,38,17,21
1825,60,40,50,100,3,73,74,1,156,0,0,33,67,5,56,37,9,28
1828,60,40,50,100,3,73,74,1,156,0,0,43,91,9,37,39,12,27
1827,60,40,50,100,3,73,74,1,156,0,0,52,96,6,42,40,20,20
1830,60,40,50,100,3,73,74,1,156,1,3,39,74,6,85,0,0,0
1829,60,40,50,100,3,73,74,1,156,0,0,63,174,3,4,0,0,0
1832,60,40,50,150,3,73,74,1,156,0,0,47,92,9,63,53,20,33
1831,60,40,50,150,3,73,74,1,156,0,0,82,153,11,50,59,29,30
1833,60,40,50,150,3,73,74,1,156,0,0,61,110,6,81,45,22,23
1835,60,40,50,150,3,73,74,1,156,0,0,61,119,8,59,62,26,36
1834,60,40,50,150,3,73,74,1,156,1,4,70,121,5,82,56,25,31
1814,60,40,50,100,3,73,74,1,156,0,0,44,84,6,43,36,15,21
1836,60,40,50,150,3,73,74,1,156,2,4,62,117,8,74,59,33,26
1837,60,40,50,150,3,73,74,1,156,0,0,59,119,8,66,60,28,32
1838,60,40,50,150,3,73,74,1,156,0,0,59,98,8,72,58,25,33
1839,60,40,50,150,3,73,74,1,156,0,0,82,157,9,59,58,25,33
1841,60,40,50,150,3,73,74,1,156,0,0,66,118,6,59,61,28,33
1840,60,40,50,150,3,73,74,1,156,0,0,55,134,6,38,57,22,35
1843,60,40,50,150,3,73,74,1,156,0,0,74,129,6,65,62,22,40
1842,60,40,50,150,3,73,74,1,156,0,0,79,149,6,43,59,27,32
1844,60,40,50,150,3,73,74,1,156,0,0,54,109,6,62,58,25,33
1847,60,40,50,150,3,73,74,1,156,0,0,60,112,6,69,54,28,26
1845,60,40,50,150,3,73,74,1,156,0,0,70,136,7,57,57,23,34
1848,60,40,50,150,3,73,74,1,156,0,0,60,104,6,70,60,24,36
1846,60,40,50,150,3,73,74,1,156,1,8,66,108,8,99,59,24,35
1850,60,40,50,150,3,73,74,1,156,0,0,67,139,7,44,57,25,32
1849,60,40,50,150,3,73,74,1,156,0,0,85,159,7,57,61,30,31
1853,60,40,50,150,3,73,74,1,156,0,0,59,148,6,40,54,21,33
1852,60,40,50,150,3,73,74,1,156,0,0,64,125,6,52,59,27,32
1851,60,40,50,150,3,73,74,1,156,0,0,77,164,6,48,58,32,26
1854,60,40,50,150,3,73,74,1,156,2,2,84,110,7,95,60,30,30
1856,60,40,50,150,3,73,74,1,156,0,0,90,142,9,62,58,30,28
1855,60,40,50,150,3,73,74,1,156,1,3,68,100,6,95,64,27,37
1858,60,40,50,150,3,73,74,1,156,0,0,74,136,7,64,62,29,33
1857,60,40,50,150,3,73,74,1,156,4,4,82,134,8,90,59,27,32
1860,60,40,50,150,3,73,74,1,156,0,0,54,111,6,54,59,25,34
1859,60,40,50,150,3,73,74,1,156,0,0,77,141,6,64,57,23,34
1861,60,40,50,200,3,73,74,1,156,0,0,82,176,11,59,80,36,44
1862,60,40,50,200,3,73,74,1,156,0,0,93,170,12,77,80,32,48
1863,60,40,50,200,3,73,74,1,156,0,2,67,101,11,124,80,33,47
1864,60,40,50,200,3,73,74,1,156,2,5,82,119,9,128,84,26,58
1865,60,40,50,200,3,73,74,1,156,0,0,111,218,8,41,80,32,48
1870,60,40,50,200,3,73,74,1,156,0,0,64,120,11,86,82,35,47
1866,60,40,50,200,3,73,74,1,156,0,0,93,148,8,95,82,43,39
1867,60,40,50,200,3,73,74,1,156,0,0,86,157,12,88,79,32,47
1871,60,40,50,200,3,73,74,1,156,0,0,87,171,14,69,75,36,39
1868,60,40,50,200,3,73,74,1,156,0,0,86,154,8,92,81,37,44
