"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"corrected model 4.nlogox"
"attempt 1"
"07/02/2026 10:41:28:352 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-17","17","-17","17"
"[run number]","vaccination-rate","culling-rate","number-people","duration","bite-rate","infectiousness","chance-recover","[step]","total-infected-ever","count turtles","%immune"
"938","40","0","150","3","73","74","1","156","100","111","35.13513513513514"
"939","40","0","150","3","73","74","1","156","103","89","29.213483146067414"
"941","40","0","150","3","73","74","1","156","110","78","28.205128205128204"
"940","40","0","150","3","73","74","1","156","110","96","30.208333333333332"
"942","40","0","150","3","73","74","1","156","121","73","27.397260273972602"
"943","40","0","150","3","73","74","1","156","107","91","26.373626373626376"
"945","40","0","150","3","73","74","1","156","100","96","31.25"
"944","40","0","150","3","73","74","1","156","83","118","27.966101694915253"
"946","40","0","150","3","73","74","1","156","134","69","39.130434782608695"
"947","40","0","150","3","73","74","1","156","93","95","28.421052631578945"
"948","40","0","150","3","73","74","1","156","120","48","39.58333333333333"
"949","40","0","150","3","73","74","1","156","110","79","25.31645569620253"
"950","40","0","150","3","73","74","1","156","106","106","37.735849056603776"
"952","40","0","150","3","73","74","1","156","121","88","44.31818181818182"
"951","40","0","150","3","73","74","1","156","97","121","33.057851239669425"
"953","40","0","150","3","73","74","1","156","104","90","26.666666666666668"
"954","40","0","150","3","73","74","1","156","119","45","17.77777777777778"
"955","40","0","150","3","73","74","1","156","107","81","22.22222222222222"
"957","40","0","150","3","73","74","1","156","118","63","25.396825396825395"
"956","40","0","150","3","73","74","1","156","105","87","17.24137931034483"
"958","40","0","150","3","73","74","1","156","122","74","25.675675675675674"
"959","40","0","150","3","73","74","1","156","110","89","23.595505617977526"
"960","40","0","150","3","73","74","1","156","114","80","26.25"
"961","40","0","200","3","73","74","1","156","156","89","28.08988764044944"
"963","40","0","200","3","73","74","1","156","203","59","55.932203389830505"
"964","40","0","200","3","73","74","1","156","151","96","31.25"
"962","40","0","200","3","73","74","1","156","156","132","36.36363636363637"
"965","40","0","200","3","73","74","1","156","149","119","29.411764705882355"
"966","40","0","200","3","73","74","1","156","149","109","22.93577981651376"
"967","40","0","200","3","73","74","1","156","150","103","32.038834951456316"
"968","40","0","200","3","73","74","1","156","150","108","25.925925925925924"
"969","40","0","200","3","73","74","1","156","171","63","30.158730158730158"
"970","40","0","200","3","73","74","1","156","157","96","34.375"
"971","40","0","200","3","73","74","1","156","140","118","23.728813559322035"
"972","40","0","200","3","73","74","1","156","142","99","24.242424242424242"
"973","40","0","200","3","73","74","1","156","155","84","33.33333333333333"
"975","40","0","200","3","73","74","1","156","162","74","25.675675675675674"
"974","40","0","200","3","73","74","1","156","143","132","34.090909090909086"
"976","40","0","200","3","73","74","1","156","154","98","34.69387755102041"
"977","40","0","200","3","73","74","1","156","151","93","37.634408602150536"
"979","40","0","200","3","73","74","1","156","214","44","40.909090909090914"
"978","40","0","200","3","73","74","1","156","135","144","36.80555555555556"
"980","40","0","200","3","73","74","1","156","145","118","29.66101694915254"
"981","40","0","200","3","73","74","1","156","146","101","32.67326732673268"
"982","40","0","200","3","73","74","1","156","148","135","28.14814814814815"
"983","40","0","200","3","73","74","1","156","148","131","29.770992366412212"
"984","40","0","200","3","73","74","1","156","154","108","36.11111111111111"
"986","40","0","200","3","73","74","1","156","144","123","27.64227642276423"
"987","40","0","200","3","73","74","1","156","144","104","27.884615384615387"
"985","40","0","200","3","73","74","1","156","136","134","35.82089552238806"
"992","40","20","100","3","73","74","1","156","71","46","17.391304347826086"
"989","40","0","200","3","73","74","1","156","137","102","26.47058823529412"
"988","40","0","200","3","73","74","1","156","155","125","30.4"
"991","40","20","100","3","73","74","1","156","46","116","23.275862068965516"
"993","40","20","100","3","73","74","1","156","27","129","17.05426356589147"
"990","40","0","200","3","73","74","1","156","193","101","34.65346534653465"
"994","40","20","100","3","73","74","1","156","55","99","27.27272727272727"
"995","40","20","100","3","73","74","1","156","64","95","27.368421052631582"
"996","40","20","100","3","73","74","1","156","62","69","21.73913043478261"
"997","40","20","100","3","73","74","1","156","53","95","28.421052631578945"
"999","40","20","100","3","73","74","1","156","59","68","20.588235294117645"
"1000","40","20","100","3","73","74","1","156","62","63","22.22222222222222"
"998","40","20","100","3","73","74","1","156","58","93","24.731182795698924"
"1002","40","20","100","3","73","74","1","156","44","109","24.770642201834864"
"1001","40","20","100","3","73","74","1","156","26","119","20.168067226890756"
"1004","40","20","100","3","73","74","1","156","70","70","38.57142857142858"
"1005","40","20","100","3","73","74","1","156","33","119","26.05042016806723"
"1006","40","20","100","3","73","74","1","156","33","135","25.185185185185183"
"1003","40","20","100","3","73","74","1","156","7","177","22.033898305084744"
"1007","40","20","100","3","73","74","1","156","29","135","27.40740740740741"
"1010","40","20","100","3","73","74","1","156","61","71","25.352112676056336"
"1009","40","20","100","3","73","74","1","156","58","79","30.37974683544304"
"1012","40","20","100","3","73","74","1","156","76","61","31.147540983606557"
"1008","40","20","100","3","73","74","1","156","14","148","18.243243243243242"
"1011","40","20","100","3","73","74","1","156","32","114","24.561403508771928"
"1013","40","20","100","3","73","74","1","156","41","84","17.857142857142858"
"1014","40","20","100","3","73","74","1","156","62","84","25"
"1016","40","20","100","3","73","74","1","156","58","89","23.595505617977526"
"1017","40","20","100","3","73","74","1","156","39","108","22.22222222222222"
"1015","40","20","100","3","73","74","1","156","5","174","22.988505747126435"
"1020","40","20","100","3","73","74","1","156","69","95","32.631578947368425"
"1018","40","20","100","3","73","74","1","156","47","113","32.743362831858406"
"1019","40","20","100","3","73","74","1","156","40","120","25"
"1021","40","20","150","3","73","74","1","156","89","111","26.126126126126124"
"1024","40","20","150","3","73","74","1","156","90","122","28.688524590163933"
"1023","40","20","150","3","73","74","1","156","100","110","19.090909090909093"
"1022","40","20","150","3","73","74","1","156","111","114","36.84210526315789"
"1025","40","20","150","3","73","74","1","156","89","138","27.536231884057973"
"1026","40","20","150","3","73","74","1","156","129","78","25.64102564102564"
"1027","40","20","150","3","73","74","1","156","114","91","29.67032967032967"
"1029","40","20","150","3","73","74","1","156","110","78","21.794871794871796"
"1028","40","20","150","3","73","74","1","156","143","73","41.0958904109589"
"1030","40","20","150","3","73","74","1","156","123","62","20.967741935483872"
"1031","40","20","150","3","73","74","1","156","70","128","27.34375"
"1032","40","20","150","3","73","74","1","156","93","109","28.440366972477065"
"1033","40","20","150","3","73","74","1","156","95","106","27.358490566037734"
"1034","40","20","150","3","73","74","1","156","114","87","29.88505747126437"
"1035","40","20","150","3","73","74","1","156","98","105","33.33333333333333"
"1036","40","20","150","3","73","74","1","156","109","74","20.27027027027027"
"1037","40","20","150","3","73","74","1","156","88","119","25.210084033613445"
"1040","40","20","150","3","73","74","1","156","110","92","29.347826086956523"
"1039","40","20","150","3","73","74","1","156","118","90","31.11111111111111"
"1038","40","20","150","3","73","74","1","156","156","69","44.927536231884055"
"1041","40","20","150","3","73","74","1","156","86","124","22.58064516129032"
"1042","40","20","150","3","73","74","1","156","101","85","18.823529411764707"
"1044","40","20","150","3","73","74","1","156","126","87","31.03448275862069"
"1043","40","20","150","3","73","74","1","156","88","130","24.615384615384617"
"1045","40","20","150","3","73","74","1","156","93","105","37.142857142857146"
"1046","40","20","150","3","73","74","1","156","103","107","26.168224299065418"
"1047","40","20","150","3","73","74","1","156","92","93","25.806451612903224"
"1049","40","20","150","3","73","74","1","156","107","84","25"
"1048","40","20","150","3","73","74","1","156","93","115","33.91304347826087"
"1050","40","20","150","3","73","74","1","156","112","91","30.76923076923077"
"1051","40","20","200","3","73","74","1","156","142","94","26.595744680851062"
"1053","40","20","200","3","73","74","1","156","154","100","26"
"1052","40","20","200","3","73","74","1","156","124","152","25.657894736842106"
"1055","40","20","200","3","73","74","1","156","158","110","28.18181818181818"
"1057","40","20","200","3","73","74","1","156","159","104","31.73076923076923"
"1054","40","20","200","3","73","74","1","156","131","130","20"
"1056","40","20","200","3","73","74","1","156","147","123","34.146341463414636"
"1058","40","20","200","3","73","74","1","156","157","103","30.097087378640776"
"1059","40","20","200","3","73","74","1","156","153","89","29.213483146067414"
"1062","40","20","200","3","73","74","1","156","153","97","27.835051546391753"
"1060","40","20","200","3","73","74","1","156","128","140","33.57142857142857"
"1061","40","20","200","3","73","74","1","156","151","112","26.785714285714285"
"1063","40","20","200","3","73","74","1","156","147","106","28.30188679245283"
"1064","40","20","200","3","73","74","1","156","149","100","36"
"1065","40","20","200","3","73","74","1","156","151","125","32"
"1067","40","20","200","3","73","74","1","156","139","116","31.03448275862069"
"1069","40","20","200","3","73","74","1","156","166","97","38.144329896907216"
"1066","40","20","200","3","73","74","1","156","143","129","34.10852713178294"
"1068","40","20","200","3","73","74","1","156","148","123","37.39837398373984"
"1070","40","20","200","3","73","74","1","156","170","108","27.77777777777778"
"1071","40","20","200","3","73","74","1","156","137","93","29.03225806451613"
"1072","40","20","200","3","73","74","1","156","138","110","30"
"1073","40","20","200","3","73","74","1","156","149","138","32.608695652173914"
"2","0","0","100","3","73","74","1","156","107","4","0"
"1074","40","20","200","3","73","74","1","156","171","90","35.55555555555556"
"1075","40","20","200","3","73","74","1","156","131","139","28.776978417266186"
"1077","40","20","200","3","73","74","1","156","152","89","28.08988764044944"
"1078","40","20","200","3","73","74","1","156","148","92","27.173913043478258"
"1079","40","20","200","3","73","74","1","156","139","107","25.233644859813083"
"1076","40","20","200","3","73","74","1","156","144","116","29.310344827586203"
"1081","40","40","100","3","73","74","1","156","32","126","21.428571428571427"
"1080","40","20","200","3","73","74","1","156","157","101","26.732673267326735"
"1082","40","40","100","3","73","74","1","156","16","147","22.448979591836736"
"1083","40","40","100","3","73","74","1","156","36","146","32.19178082191781"
"1086","40","40","100","3","73","74","1","156","32","145","27.586206896551722"
"1087","40","40","100","3","73","74","1","156","45","92","20.652173913043477"
"1084","40","40","100","3","73","74","1","156","16","161","26.08695652173913"
"1088","40","40","100","3","73","74","1","156","7","144","19.444444444444446"
"1091","40","40","100","3","73","74","1","156","41","110","22.727272727272727"
"1093","40","40","100","3","73","74","1","156","60","74","33.78378378378378"
"1089","40","40","100","3","73","74","1","156","18","151","20.52980132450331"
"1092","40","40","100","3","73","74","1","156","34","117","27.350427350427353"
"1090","40","40","100","3","73","74","1","156","17","169","22.485207100591715"
"1094","40","40","100","3","73","74","1","156","49","85","30.58823529411765"
"1095","40","40","100","3","73","74","1","156","23","110","20"
"1096","40","40","100","3","73","74","1","156","50","101","30.693069306930692"
"1097","40","40","100","3","73","74","1","156","37","115","20.869565217391305"
"1098","40","40","100","3","73","74","1","156","43","119","18.487394957983195"
"1102","40","40","100","3","73","74","1","156","65","80","22.5"
"1101","40","40","100","3","73","74","1","156","45","89","21.34831460674157"
"1103","40","40","100","3","73","74","1","156","47","94","29.78723404255319"
"1099","40","40","100","3","73","74","1","156","11","153","20.915032679738562"
"1100","40","40","100","3","73","74","1","156","27","132","28.030303030303028"
"1104","40","40","100","3","73","74","1","156","71","74","32.432432432432435"
"1105","40","40","100","3","73","74","1","156","35","121","22.31404958677686"
"1106","40","40","100","3","73","74","1","156","41","110","23.636363636363637"
"1109","40","40","100","3","73","74","1","156","56","81","32.098765432098766"
"1107","40","40","100","3","73","74","1","156","20","136","25"
"1112","40","40","150","3","73","74","1","156","122","82","32.926829268292686"
"1110","40","40","100","3","73","74","1","156","10","165","25.454545454545453"
"1113","40","40","150","3","73","74","1","156","61","136","16.176470588235293"
"1111","40","40","150","3","73","74","1","156","123","99","45.45454545454545"
"1114","40","40","150","3","73","74","1","156","86","123","26.01626016260163"
"1115","40","40","150","3","73","74","1","156","99","136","27.205882352941174"
"1116","40","40","150","3","73","74","1","156","110","105","32.38095238095238"
"1117","40","40","150","3","73","74","1","156","109","97","25.773195876288657"
"1118","40","40","150","3","73","74","1","156","102","111","32.432432432432435"
"1119","40","40","150","3","73","74","1","156","103","84","26.190476190476193"
"1108","40","40","100","3","73","74","1","156","11","178","23.03370786516854"
"1121","40","40","150","3","73","74","1","156","112","96","21.875"
"1120","40","40","150","3","73","74","1","156","61","143","18.88111888111888"
"1123","40","40","150","3","73","74","1","156","150","84","42.857142857142854"
"1125","40","40","150","3","73","74","1","156","138","61","52.459016393442624"
"1124","40","40","150","3","73","74","1","156","112","110","37.27272727272727"
"1122","40","40","150","3","73","74","1","156","57","182","29.120879120879124"
"1126","40","40","150","3","73","74","1","156","118","139","33.093525179856115"
"1127","40","40","150","3","73","74","1","156","49","175","22.857142857142858"
"1129","40","40","150","3","73","74","1","156","131","96","41.66666666666667"
"1128","40","40","150","3","73","74","1","156","68","180","30"
"1130","40","40","150","3","73","74","1","156","78","155","24.516129032258064"
"1132","40","40","150","3","73","74","1","156","100","124","29.03225806451613"
"1134","40","40","150","3","73","74","1","156","99","100","21"
"1135","40","40","150","3","73","74","1","156","75","113","21.238938053097346"
"1133","40","40","150","3","73","74","1","156","94","118","22.88135593220339"
"1136","40","40","150","3","73","74","1","156","95","132","31.818181818181817"
"1131","40","40","150","3","73","74","1","156","23","251","29.482071713147413"
"1138","40","40","150","3","73","74","1","156","110","108","29.629629629629626"
"1137","40","40","150","3","73","74","1","156","110","104","34.61538461538461"
"1139","40","40","150","3","73","74","1","156","100","116","35.3448275862069"
"1140","40","40","150","3","73","74","1","156","116","87","35.63218390804598"
"1142","40","40","200","3","73","74","1","156","153","107","28.971962616822427"
"1143","40","40","200","3","73","74","1","156","140","127","23.62204724409449"
"1141","40","40","200","3","73","74","1","156","148","143","29.37062937062937"
"1144","40","40","200","3","73","74","1","156","143","107","27.102803738317753"
"1146","40","40","200","3","73","74","1","156","147","110","27.27272727272727"
"1145","40","40","200","3","73","74","1","156","150","125","24"
"1147","40","40","200","3","73","74","1","156","161","102","28.431372549019606"
"1149","40","40","200","3","73","74","1","156","166","75","30.666666666666664"
"1148","40","40","200","3","73","74","1","156","112","168","29.166666666666668"
"1150","40","40","200","3","73","74","1","156","143","101","30.693069306930692"
"1151","40","40","200","3","73","74","1","156","144","107","27.102803738317753"
"1152","40","40","200","3","73","74","1","156","112","142","24.647887323943664"
"1154","40","40","200","3","73","74","1","156","167","97","41.23711340206185"
"1156","40","40","200","3","73","74","1","156","150","109","30.275229357798167"
"1157","40","40","200","3","73","74","1","156","148","101","37.62376237623762"
"1155","40","40","200","3","73","74","1","156","132","142","30.985915492957744"
"1158","40","40","200","3","73","74","1","156","153","129","32.55813953488372"
"1153","40","40","200","3","73","74","1","156","97","213","23.474178403755868"
"1159","40","40","200","3","73","74","1","156","196","91","51.64835164835166"
"1160","40","40","200","3","73","74","1","156","135","143","34.26573426573427"
"1161","40","40","200","3","73","74","1","156","120","150","26.666666666666668"
"1162","40","40","200","3","73","74","1","156","127","145","22.06896551724138"
"1163","40","40","200","3","73","74","1","156","177","103","32.038834951456316"
"1167","40","40","200","3","73","74","1","156","147","96","30.208333333333332"
"1165","40","40","200","3","73","74","1","156","132","116","23.275862068965516"
"1166","40","40","200","3","73","74","1","156","172","83","31.32530120481928"
"1164","40","40","200","3","73","74","1","156","140","133","31.57894736842105"
"1169","40","40","200","3","73","74","1","156","143","117","25.64102564102564"
"1168","40","40","200","3","73","74","1","156","165","96","45.83333333333333"
"1170","40","40","200","3","73","74","1","156","138","107","24.299065420560748"
"1172","40","60","100","3","73","74","1","156","23","154","31.16883116883117"
"1171","40","60","100","3","73","74","1","156","5","165","22.424242424242426"
"1173","40","60","100","3","73","74","1","156","15","169","17.75147928994083"
"1174","40","60","100","3","73","74","1","156","9","161","22.36024844720497"
"1175","40","60","100","3","73","74","1","156","26","133","20.30075187969925"
"1180","40","60","100","3","73","74","1","156","43","100","22"
"1178","40","60","100","3","73","74","1","156","9","149","26.174496644295303"
"1179","40","60","100","3","73","74","1","156","19","114","20.175438596491226"
"1176","40","60","100","3","73","74","1","156","10","179","20.11173184357542"
"1177","40","60","100","3","73","74","1","156","13","169","27.218934911242602"
"1183","40","60","100","3","73","74","1","156","25","125","20.8"
"1182","40","60","100","3","73","74","1","156","9","159","23.270440251572328"
"1181","40","60","100","3","73","74","1","156","6","195","25.64102564102564"
"1184","40","60","100","3","73","74","1","156","27","134","22.388059701492537"
"1185","40","60","100","3","73","74","1","156","61","86","24.418604651162788"
"1187","40","60","100","3","73","74","1","156","7","139","21.58273381294964"
"1188","40","60","100","3","73","74","1","156","26","125","19.2"
"1186","40","60","100","3","73","74","1","156","34","143","21.678321678321677"
"1190","40","60","100","3","73","74","1","156","22","134","21.641791044776117"
"1191","40","60","100","3","73","74","1","156","30","123","15.447154471544716"
"1189","40","60","100","3","73","74","1","156","8","181","23.756906077348066"
"1192","40","60","100","3","73","74","1","156","17","144","23.61111111111111"
"1195","40","60","100","3","73","74","1","156","13","138","18.84057971014493"
"1193","40","60","100","3","73","74","1","156","4","220","30.909090909090907"
"1194","40","60","100","3","73","74","1","156","10","188","23.93617021276596"
"1196","40","60","100","3","73","74","1","156","19","147","19.047619047619047"
"1199","40","60","100","3","73","74","1","156","62","96","28.125"
"1198","40","60","100","3","73","74","1","156","13","160","24.375"
"1200","40","60","100","3","73","74","1","156","18","145","19.310344827586206"
"1197","40","60","100","3","73","74","1","156","9","179","25.139664804469277"
"1201","40","60","150","3","73","74","1","156","116","126","38.88888888888889"
"1203","40","60","150","3","73","74","1","156","70","152","21.052631578947366"
"1202","40","60","150","3","73","74","1","156","113","117","35.8974358974359"
"1204","40","60","150","3","73","74","1","156","113","103","36.89320388349515"
"1206","40","60","150","3","73","74","1","156","70","133","24.81203007518797"
"1207","40","60","150","3","73","74","1","156","81","141","23.404255319148938"
"1205","40","60","150","3","73","74","1","156","129","90","27.77777777777778"
"1210","40","60","150","3","73","74","1","156","83","124","23.387096774193548"
"1209","40","60","150","3","73","74","1","156","85","138","28.26086956521739"
"1208","40","60","150","3","73","74","1","156","88","155","35.483870967741936"
"1212","40","60","150","3","73","74","1","156","66","153","26.797385620915033"
"1211","40","60","150","3","73","74","1","156","57","209","26.794258373205743"
"1213","40","60","150","3","73","74","1","156","26","251","20.717131474103585"
"1214","40","60","150","3","73","74","1","156","39","215","22.790697674418606"
"1216","40","60","150","3","73","74","1","156","100","127","28.346456692913385"
"1217","40","60","150","3","73","74","1","156","58","148","25"
"1215","40","60","150","3","73","74","1","156","4","265","22.264150943396228"
"1218","40","60","150","3","73","74","1","156","24","197","22.33502538071066"
"1220","40","60","150","3","73","74","1","156","136","97","38.144329896907216"
"1221","40","60","150","3","73","74","1","156","123","100","40"
"1222","40","60","150","3","73","74","1","156","98","116","29.310344827586203"
"1219","40","60","150","3","73","74","1","156","16","246","21.544715447154474"
"1225","40","60","150","3","73","74","1","156","101","99","30.303030303030305"
"1223","40","60","150","3","73","74","1","156","7","251","21.115537848605577"
"1227","40","60","150","3","73","74","1","156","101","116","36.206896551724135"
"1224","40","60","150","3","73","74","1","156","33","191","18.848167539267017"
"1229","40","60","150","3","73","74","1","156","72","110","28.18181818181818"
"1226","40","60","150","3","73","74","1","156","4","212","16.9811320754717"
"1228","40","60","150","3","73","74","1","156","112","92","34.78260869565217"
"1231","40","60","200","3","73","74","1","156","143","111","25.225225225225223"
"1230","40","60","150","3","73","74","1","156","125","114","37.719298245614034"
"1232","40","60","200","3","73","74","1","156","137","121","24.793388429752067"
"1233","40","60","200","3","73","74","1","156","138","132","31.060606060606062"
"1234","40","60","200","3","73","74","1","156","138","129","31.007751937984494"
"1235","40","60","200","3","73","74","1","156","164","116","32.758620689655174"
"1236","40","60","200","3","73","74","1","156","140","134","28.35820895522388"
"1237","40","60","200","3","73","74","1","156","143","134","33.582089552238806"
"1240","40","60","200","3","73","74","1","156","164","109","30.275229357798167"
"1239","40","60","200","3","73","74","1","156","194","83","48.19277108433735"
"1238","40","60","200","3","73","74","1","156","162","110","29.09090909090909"
"1243","40","60","200","3","73","74","1","156","158","106","27.358490566037734"
"1241","40","60","200","3","73","74","1","156","153","148","28.37837837837838"
"1244","40","60","200","3","73","74","1","156","126","135","25.925925925925924"
"1242","40","60","200","3","73","74","1","156","97","179","25.139664804469277"
"1245","40","60","200","3","73","74","1","156","125","144","25.694444444444443"
"1246","40","60","200","3","73","74","1","156","135","96","19.791666666666664"
"1247","40","60","200","3","73","74","1","156","175","102","39.21568627450981"
"1251","40","60","200","3","73","74","1","156","117","147","23.12925170068027"
"1250","40","60","200","3","73","74","1","156","141","136","29.411764705882355"
"1249","40","60","200","3","73","74","1","156","130","143","29.37062937062937"
"1248","40","60","200","3","73","74","1","156","90","181","20.441988950276244"
"1254","40","60","200","3","73","74","1","156","146","97","25.773195876288657"
"1252","40","60","200","3","73","74","1","156","134","133","33.08270676691729"
"1253","40","60","200","3","73","74","1","156","126","139","27.33812949640288"
"1257","40","60","200","3","73","74","1","156","139","119","30.252100840336134"
"1255","40","60","200","3","73","74","1","156","156","124","33.064516129032256"
"1256","40","60","200","3","73","74","1","156","165","123","39.83739837398374"
"1261","40","80","100","3","73","74","1","156","9","152","23.026315789473685"
"1258","40","60","200","3","73","74","1","156","120","163","28.22085889570552"
"1259","40","60","200","3","73","74","1","156","142","142","37.32394366197183"
"1262","40","80","100","3","73","74","1","156","4","149","23.48993288590604"
"1260","40","60","200","3","73","74","1","156","131","153","30.718954248366014"
"1263","40","80","100","3","73","74","1","156","13","159","31.446540880503143"
"1264","40","80","100","3","73","74","1","156","11","180","27.22222222222222"
"1265","40","80","100","3","73","74","1","156","5","147","17.687074829931973"
"1266","40","80","100","3","73","74","1","156","14","142","24.647887323943664"
"1267","40","80","100","3","73","74","1","156","10","160","29.375"
"1268","40","80","100","3","73","74","1","156","31","121","28.92561983471074"
"1270","40","80","100","3","73","74","1","156","37","110","30"
"1269","40","80","100","3","73","74","1","156","16","157","21.656050955414013"
"1272","40","80","100","3","73","74","1","156","12","141","25.53191489361702"
"1271","40","80","100","3","73","74","1","156","6","165","22.424242424242426"
"1275","40","80","100","3","73","74","1","156","38","107","21.49532710280374"
"1274","40","80","100","3","73","74","1","156","18","142","26.056338028169012"
"1273","40","80","100","3","73","74","1","156","9","159","18.238993710691823"
"1277","40","80","100","3","73","74","1","156","15","129","24.031007751937985"
"1276","40","80","100","3","73","74","1","156","14","151","25.82781456953642"
"1278","40","80","100","3","73","74","1","156","12","151","21.85430463576159"
"1279","40","80","100","3","73","74","1","156","5","156","23.717948717948715"
"1280","40","80","100","3","73","74","1","156","7","151","17.218543046357617"
"1281","40","80","100","3","73","74","1","156","18","145","20"
"1285","40","80","100","3","73","74","1","156","26","128","25"
"1283","40","80","100","3","73","74","1","156","21","135","20"
"1282","40","80","100","3","73","74","1","156","27","161","26.70807453416149"
"1286","40","80","100","3","73","74","1","156","5","166","23.49397590361446"
"1284","40","80","100","3","73","74","1","156","9","172","25"
"1287","40","80","100","3","73","74","1","156","7","159","20.754716981132077"
"1288","40","80","100","3","73","74","1","156","16","154","27.27272727272727"
"1290","40","80","100","3","73","74","1","156","15","164","27.439024390243905"
"1289","40","80","100","3","73","74","1","156","11","163","22.699386503067483"
"1291","40","80","150","3","73","74","1","156","61","168","22.023809523809522"
"1293","40","80","150","3","73","74","1","156","128","89","39.325842696629216"
"1294","40","80","150","3","73","74","1","156","42","185","23.783783783783786"
"1292","40","80","150","3","73","74","1","156","97","143","32.86713286713287"
"1295","40","80","150","3","73","74","1","156","35","183","23.497267759562842"
"1297","40","80","150","3","73","74","1","156","108","93","33.33333333333333"
"1296","40","80","150","3","73","74","1","156","63","177","27.11864406779661"
"1301","40","80","150","3","73","74","1","156","55","139","24.46043165467626"
"1300","40","80","150","3","73","74","1","156","108","146","34.93150684931507"
"1298","40","80","150","3","73","74","1","156","10","249","22.89156626506024"
"1299","40","80","150","3","73","74","1","156","49","219","25.570776255707763"
"1303","40","80","150","3","73","74","1","156","107","109","27.522935779816514"
"1305","40","80","150","3","73","74","1","156","135","78","38.46153846153847"
"1302","40","80","150","3","73","74","1","156","10","286","24.125874125874127"
"1306","40","80","150","3","73","74","1","156","52","187","28.87700534759358"
"1304","40","80","150","3","73","74","1","156","44","190","19.473684210526315"
"1309","40","80","150","3","73","74","1","156","92","95","24.210526315789473"
"1307","40","80","150","3","73","74","1","156","20","234","21.367521367521366"
"1308","40","80","150","3","73","74","1","156","17","219","26.48401826484018"
"1310","40","80","150","3","73","74","1","156","80","151","27.1523178807947"
"1311","40","80","150","3","73","74","1","156","85","154","27.92207792207792"
"1312","40","80","150","3","73","74","1","156","9","249","24.096385542168676"
"1313","40","80","150","3","73","74","1","156","18","264","26.515151515151516"
"1316","40","80","150","3","73","74","1","156","107","100","30"
"1314","40","80","150","3","73","74","1","156","37","196","21.428571428571427"
"1315","40","80","150","3","73","74","1","156","34","191","20.94240837696335"
"1318","40","80","150","3","73","74","1","156","66","172","32.55813953488372"
"1321","40","80","200","3","73","74","1","156","125","143","23.776223776223777"
"1317","40","80","150","3","73","74","1","156","6","259","22.779922779922778"
"1322","40","80","200","3","73","74","1","156","104","181","23.756906077348066"
"1319","40","80","150","3","73","74","1","156","23","228","25"
"1320","40","80","150","3","73","74","1","156","13","248","26.61290322580645"
"1323","40","80","200","3","73","74","1","156","142","120","30.833333333333336"
"1325","40","80","200","3","73","74","1","156","163","107","31.775700934579437"
"1327","40","80","200","3","73","74","1","156","113","153","23.52941176470588"
"1324","40","80","200","3","73","74","1","156","114","185","24.864864864864867"
"1326","40","80","200","3","73","74","1","156","115","160","28.749999999999996"
"1328","40","80","200","3","73","74","1","156","155","145","34.48275862068966"
"1329","40","80","200","3","73","74","1","156","76","219","30.136986301369863"
"1330","40","80","200","3","73","74","1","156","120","170","28.823529411764703"
"1333","40","80","200","3","73","74","1","156","144","123","38.21138211382114"
"1331","40","80","200","3","73","74","1","156","130","175","29.714285714285715"
"1332","40","80","200","3","73","74","1","156","90","222","27.47747747747748"
"1334","40","80","200","3","73","74","1","156","152","133","37.59398496240601"
"1335","40","80","200","3","73","74","1","156","141","141","24.113475177304963"
"1336","40","80","200","3","73","74","1","156","117","136","26.47058823529412"
"1337","40","80","200","3","73","74","1","156","137","152","29.605263157894733"
"1338","40","80","200","3","73","74","1","156","148","117","25.64102564102564"
"1339","40","80","200","3","73","74","1","156","151","131","29.00763358778626"
"1340","40","80","200","3","73","74","1","156","140","138","32.608695652173914"
"1341","40","80","200","3","73","74","1","156","150","137","30.656934306569344"
"1342","40","80","200","3","73","74","1","156","109","188","26.063829787234045"
"1343","40","80","200","3","73","74","1","156","104","161","26.08695652173913"
"1344","40","80","200","3","73","74","1","156","167","100","41"
"1347","40","80","200","3","73","74","1","156","143","141","32.62411347517731"
"1346","40","80","200","3","73","74","1","156","134","141","29.78723404255319"
"1345","40","80","200","3","73","74","1","156","123","163","30.67484662576687"
"1348","40","80","200","3","73","74","1","156","162","110","37.27272727272727"
"1349","40","80","200","3","73","74","1","156","147","142","26.056338028169012"
"1351","60","0","100","3","73","74","1","156","19","138","36.95652173913043"
"1352","60","0","100","3","73","74","1","156","68","119","45.378151260504204"
"1353","60","0","100","3","73","74","1","156","35","106","42.45283018867924"
"1354","60","0","100","3","73","74","1","156","70","77","49.35064935064935"
"1355","60","0","100","3","73","74","1","156","41","95","35.78947368421053"
"1350","40","80","200","3","73","74","1","156","161","107","35.51401869158878"
"1356","60","0","100","3","73","74","1","156","44","114","42.10526315789473"
"1357","60","0","100","3","73","74","1","156","33","119","35.294117647058826"
"1358","60","0","100","3","73","74","1","156","55","112","42.857142857142854"
"1359","60","0","100","3","73","74","1","156","40","88","32.95454545454545"
"1361","60","0","100","3","73","74","1","156","68","75","40"
"1360","60","0","100","3","73","74","1","156","38","118","38.13559322033898"
"1362","60","0","100","3","73","74","1","156","19","135","35.55555555555556"
"1363","60","0","100","3","73","74","1","156","26","141","31.20567375886525"
"1366","60","0","100","3","73","74","1","156","87","75","52"
